smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
N=C1NC(CC1=O)C=O,2.92175,1.28915,1.01608,4.4494,68.85,-0.2446,-0.0696,0.175,1137.6163,0.112377,-453.982733,-453.974513,-453.973569,-454.017083,29.389,-1537.619816,-1545.79312,-1554.090044,-1435.789538,10.4974537,10.4974537,0.141203704,-0.453703704,0.446849436,26,126.115,120.067,126.0429274,48,0,0.199116743,-0.357607096,0.357607096,0.199116743,1.777777778,2.444444444,2.666666667,16.14291686,10.22514921,2.248532766,-1.943282433,1.98503994,-2.260738451,6.399072578,-0.114601366,2.131502973,2.639192136,159.7968083,6.853371151,4.6783039,4.6783039,4.236382105,2.573636555,2.573636555,1.889213884,1.889213884,1.178146777,1.178146777,0.700851338,0.700851338,-1.19,132.1531843,5.938040973,1.967197613,0.960149821,51.75144571,10.11132579,6.286160523,11.61886473,0,0,0,10.20382079,0,0,0,0,0,6.420821623,6.041840829,9.589074368,17.90502526,5.409283606,5.316788604,0,12.46266245,0,0,0,0,5.316788604,0,0,0,23.94686608,9.589074368,5.409283606,6.420821623,0,0,0,0,70.02,6.041840829,9.589074368,0,18.03968636,6.286160523,0,0,0,0,5.316788604,5.409283606,0,0,20.48430556,9.287824074,0,-0.431296296,-0.453703704,0.779537037,0,0,0.4,9,2,4,0,1,1,0,0,0,3,2,4,1,0,1,1,1,-0.90643,30.3384,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)C1OC1(C)C,3.4074,1.2863,1.19417,1.1097,71.68,-0.2535,0.0717,0.3252,1137.6138,0.173358,-386.132218,-386.122357,-386.121413,-386.166712,35.765,-1831.794152,-1843.381106,-1854.643638,-1699.684683,8.90275463,8.90275463,0.061342593,-0.314814815,0.507175397,36.75,116.16,104.064,116.0837296,48,0,0.112266395,-0.390595937,0.390595937,0.112266395,1.625,2,2,16.62246859,10.08304411,2.500123111,-1.969140962,2.366999034,-2.154464251,4.971738058,0.152123191,2.12854052,2.366946866,96.70165767,6.36180732,5.510162424,5.510162424,3.538510687,2.897384032,2.897384032,2.882504802,2.882504802,1.496814839,1.496814839,0.972562961,0.972562961,-0.08,72.37037767,6.046262626,1.452862387,0.858473483,49.46590943,9.843390349,6.103966388,0,0,0,0,0,0,0,0,0,20.7712116,0,11.7050172,9.843390349,0,0,0,0,38.58019519,0,0,0,0,0,0,0,0,22.91551098,4.736862954,0,20.7712116,0,0,0,0,32.76,0,0,0,17.80898359,0,0,0,6.9237372,13.8474744,0,9.843390349,5.115740741,0,0,8.90275463,-0.061342593,0,0,-0.243055556,5.702569444,0,1,8,1,2,0,1,1,0,0,0,2,1,2,1,0,1,1,1,0.5446,30.6328,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC12CC3C(C13)C2O,2.5377,1.57679,1.27386,1.5542,81.04,-0.2481,0.0738,0.322,1094.6427,0.182708,-387.047526,-387.039013,-387.038069,-387.080318,33.705,-2011.476962,-2024.799606,-2036.654506,-1869.428377,9.518796296,9.518796296,0.108796296,0.108796296,0.553087572,74,124.183,112.087,124.088815,50,0,0.063267389,-0.392228002,0.392228002,0.063267389,1.666666667,2.444444444,2.666666667,16.27501391,9.592538027,2.842971445,-2.473788266,2.85072692,-2.482028404,5.320946144,-0.092014291,2.247631569,1.97162322,177.4064488,6.223614639,5.670828235,5.670828235,4.310495725,3.991344345,3.991344345,4.002666396,4.002666396,4.12091163,4.12091163,3.489895491,3.489895491,-0.04,191.0486833,4.72621024,0.96785539,0.245171635,55.07058612,5.106527395,0,0,0,0,0,0,0,0,0,6.9237372,30.59536138,5.414990469,6.103966388,5.106527395,0,0,0,23.16870861,25.86934683,0,0,0,0,0,0,0,0,11.21049378,0,23.16870861,19.76538045,0,0,0,0,20.23,0,5.106527395,0,6.103966388,5.414990469,17.75371814,12.84164325,0,0,6.9237372,0,0,0,0,9.518796296,0.453703704,2.724444444,0,2.670138889,2.21625,0,1,9,1,1,3,0,3,0,0,0,1,1,1,1,3,0,3,3,1.0232,33.8178,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1C2C1C1(C)C2N1C,3.25258,1.19644,1.04609,1.2824,87.8,-0.1911,0.0815,0.2726,1281.3478,0.192367,-367.130182,-367.120968,-367.120024,-367.163242,36.219,-2051.073407,-2064.84472,-2077.292616,-1902.455431,2.543981481,2.543981481,0.684606481,0.684606481,0.433403125,82.33333333,123.199,110.095,123.1047994,50,0,0.037401103,-0.294001104,0.294001104,0.037401103,1.444444444,2.111111111,2.444444444,15.45323407,9.871979187,2.857556359,-2.143981035,2.781926434,-2.253169338,5.390817364,0.40862185,2.454633355,1.962157889,181.0066568,6.386751346,6.256614672,6.256614672,4.187392609,3.917053155,3.917053155,4.243815514,4.243815514,4.195110461,4.195110461,3.459418121,3.459418121,-0.04,230.7355353,4.72621024,0.877705845,0.245171635,56.03618604,0,0,0,0,0,0,4.899909731,0,0,0,6.9237372,31.72512732,11.58076608,0,0,0,0,4.899909731,17.75371814,25.42824048,7.047671983,0,0,0,0,0,0,0,23.5283478,0,17.75371814,13.8474744,0,0,0,0,3.01,0,0,0,0,5.538925252,23.79555897,0,0,0,25.79505611,0,0,0,2.543981481,0,0.684606481,3.267314815,0.997685185,0,4.822337963,2.267407407,1,9,0,1,2,1,3,0,0,0,1,0,1,0,2,1,3,3,0.9548,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=COC(=N)NC1=O,3.20636,1.42504,0.99258,3.1857,71.97,-0.246,-0.0418,0.2042,1128.1326,0.113794,-454.016545,-454.008602,-454.007658,-454.04928,29.38,-1558.83715,-1567.184275,-1575.481199,-1455.993445,10.60425926,10.60425926,0.217037037,-0.271990741,0.5030938,9.444444444,126.115,120.067,126.0429274,48,0,0.293286801,-0.43346668,0.43346668,0.293286801,1.777777778,2.444444444,2.888888889,16.33799468,10.40876714,1.886840877,-1.84624623,1.767146011,-2.188076971,4.951097766,0.448993863,1.796567574,3.523897719,309.2243005,6.853371151,4.89384685,4.89384685,4.198377303,2.432625685,2.432625685,1.701963253,1.701963253,0.938771885,0.938771885,0.431994501,0.431994501,-1.32,104.2009193,5.810208333,1.889429225,1.072463408,50.66768314,4.417150937,6.263162996,0,0,11.24376977,0,15.18779931,0,0,0,0,6.9237372,5.563451492,0,4.417150937,0,5.409283606,4.983978521,0,6.9237372,0,27.86492145,0,0,11.24376977,0,0,0,4.983978521,0,12.33302081,5.563451492,15.47485112,0,0,0,69.85,0,4.794537184,0,11.24376977,5.563451492,0,6.263162996,6.9237372,0,9.401129458,5.409283606,4.549814815,0,12.78712963,6.810277778,-0.01125,0,0,1.251157407,1.61287037,0,0.2,9,2,4,0,0,0,0,1,1,3,2,4,0,0,0,0,1,-0.24421,29.9204,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)C1(C)NC1C#C,2.15089,1.44947,1.11591,2.4509,79.57,-0.2386,-0.0194,0.2191,1169.8793,0.144003,-401.911536,-401.901706,-401.900762,-401.94623,35.992,-1777.880462,-1787.71039,-1797.786302,-1656.773735,10.73902778,10.73902778,0.032407407,-0.407986111,0.391617407,39.44444444,123.155,114.083,123.0684139,48,0,0.15167261,-0.29783645,0.29783645,0.15167261,1.888888889,2.444444444,2.555555556,16.14119131,10.04353065,2.519495003,-1.963617425,2.249785891,-2.212304829,5.905940703,-0.118494779,2.435702833,2.6527422,191.5830568,7.068914101,5.562948829,5.562948829,4.10920756,2.858824684,2.858824684,2.502553423,2.502553423,1.836217095,1.836217095,0.77140105,0.77140105,-0.81,151.0135756,6.312100122,1.583509223,0.73887319,54.63368224,0,5.538925252,5.783244946,0,0,0,10.11132579,0,0,6.423349896,5.920434319,13.8474744,0,6.041840829,4.794537184,5.783244946,0,5.316788604,0,25.42824048,0,0,0,12.34378421,5.316788604,0,0,0,17.36401103,4.794537184,12.34378421,13.8474744,0,0,0,0,39.01,5.538925252,4.794537184,0,11.82508578,0,0,0,6.9237372,6.9237372,11.23722292,6.423349896,0,0,10.73902778,2.908564815,-0.407986111,2.595046296,-0.032407407,5.082476852,3.365277778,0,0.571428571,9,1,2,0,1,1,0,0,0,2,1,2,1,0,1,1,1,-0.0609,34.8427,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1CN(C1=O)C(=O)C=O,3.03629,1.25933,0.90031,4.8679,66.23,-0.2628,-0.0935,0.1693,1197.4328,0.099488,-473.868041,-473.859693,-473.858749,-473.901966,28.706,-1477.920492,-1485.124923,-1492.828851,-1382.561087,10.37708333,10.37708333,0.149861111,-0.730324074,0.256213195,16.88888889,127.099,122.059,127.026943,48,0,0.292786399,-0.292419356,0.292786399,0.292419356,1.666666667,2.333333333,2.444444444,16.19422448,10.19185532,2.284212539,-2.253169536,2.05929624,-2.473409779,6.280240701,-0.153958366,1.843954849,2.531056439,175.0419208,6.853371151,4.663522298,4.663522298,4.253218858,2.549620438,2.549620438,1.751465304,1.751465304,1.217176512,1.217176512,0.611611894,0.611611894,-1.19,92.19774243,5.938040973,1.967197613,0.82613288,51.4375883,0,0,0,12.19334025,5.907179729,0,19.28352128,0,0,0,0,0,12.96557803,0,14.38361155,18.10051998,0,4.899909731,0,6.420821623,6.544756406,0,0,0,0,0,0,0,29.54518612,14.38361155,0,6.420821623,0,0,0,0,54.45,5.907179729,14.38361155,0,12.19334025,12.96557803,4.899909731,0,0,0,0,0,0,0,31.38342593,0,0,-0.987638889,0,0.538333333,0.399212963,0,0.4,9,0,4,0,1,1,0,0,0,3,0,4,1,0,1,1,1,-1.0558,27.401,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C#CCN1C2C3OC3C12,4.74544,1.04583,0.97785,2.203,74.48,-0.2287,0.0366,0.2653,1204.5502,0.121886,-400.592985,-400.585173,-400.584229,-400.625888,30.155,-1578.329462,-1587.648598,-1596.538518,-1469.469828,5.256138511,5.256138511,0.586435185,0.586435185,0.3415876,64.55555556,121.139,114.083,121.0527638,46,0,0.102975911,-0.366035842,0.366035842,0.102975911,1.444444444,2.111111111,2.666666667,16.61652572,10.012,2.782128896,-1.918722021,2.580457519,-2.2041,5.321494494,0.342782412,2.512426764,1.725709348,193.4519155,6.00807169,4.949320013,4.949320013,4.431851653,3.279591925,3.279591925,2.922956569,2.922956569,2.534615131,2.534615131,1.940531107,1.940531107,-0.52,314.0533455,4.319927743,1.027942336,0.320351494,53.78401455,4.736862954,12.20793278,0,0,0,0,4.899909731,0,0,6.423349896,5.920434319,0,0,18.62843806,4.736862954,0,0,4.899909731,0,24.29161443,6.544756406,0,0,12.34378421,0,0,0,0,35.73628057,4.736862954,12.34378421,0,0,0,0,0,15.54,0,0,0,0,12.20793278,18.62843806,0,0,0,10.82034405,11.16021285,5.256138511,0,2.332175926,0,0,2.641944444,1.455648148,6.322333711,0.825092593,0,0.714285714,9,0,2,1,2,3,0,0,0,2,0,2,1,1,2,3,3,-0.5466,31.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OC1CC2(COC2=N)C1,2.89252,1.49517,1.17563,3.2822,72.72,-0.2478,0.0143,0.262,1064.7167,0.148542,-439.071178,-439.06336,-439.062416,-439.103376,30.686,-1741.381401,-1752.47325,-1762.549162,-1618.452388,8.914097222,8.914097222,0.014467593,-0.171990741,0.485807978,47.66666667,127.143,118.071,127.0633285,50,0,0.189983807,-0.479486798,0.479486798,0.189983807,1.666666667,2.333333333,2.444444444,16.51346998,9.644044688,2.546043805,-2.503538135,2.473973884,-2.575365416,5.852276152,-0.076138887,1.765465591,2.048182137,160.4407955,6.483127663,5.054132499,5.054132499,4.228780716,3.128154922,3.128154922,2.960201162,2.960201162,2.227194409,2.227194409,1.493993511,1.493993511,-0.57,91.80421074,5.233374533,1.290264973,0.477028285,53.14542927,9.843390349,6.606881965,5.897745344,0,0,0,5.409283606,0,0,0,0,12.84164325,0,11.51895686,9.843390349,5.897745344,5.409283606,0,5.414990469,18.94560963,6.606881965,0,0,0,0,0,0,0,23.71512109,4.736862954,10.82427408,12.84164325,0,0,0,0,53.31,0,0,0,11.51895686,12.50462731,12.84164325,0,0,0,0,15.25267395,4.808888889,0,0,16.10590278,-0.014467593,0.382222222,0,1.311805556,0.655648148,0,0.833333333,9,2,3,1,1,2,0,0,0,3,2,3,0,1,1,2,2,0.13497,31.3525,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC1N=C2CN=CN2,5.6265,0.85214,0.78991,3.0795,84.08,-0.2135,-0.0011,0.2123,1455.0214,0.148634,-398.13378,-398.125371,-398.124427,-398.168209,30.872,-1756.465462,-1767.186453,-1777.262365,-1634.832255,4.368055556,4.368055556,0.61962963,0.61962963,0.530185064,29.11111111,123.159,114.087,123.0796473,48,0,0.123568953,-0.333680957,0.333680957,0.123568953,1.666666667,2.555555556,3.111111111,15.1109188,10.56844551,2.205868482,-1.913523175,2.228994112,-2.171437018,5.973724241,1.041877491,2.463332282,1.957953617,157.1417863,6.104448007,5.170448073,5.170448073,4.449489743,3.264957449,3.264957449,2.421092279,2.421092279,1.448788348,1.448788348,0.800024285,0.800024285,-0.86,270.966551,4.967392039,1.826407074,1.092530876,53.89280645,5.316788604,5.835619786,0,0,0,0,9.984809465,0,0,0,0,12.84164325,0,18.9251326,0,12.17415515,0,5.316788604,9.984809465,18.88348407,6.544756406,0,0,0,5.316788604,0,0,0,24.76075238,0,0,12.84164325,9.984809465,0,0,0,36.75,0,0,0,0,6.041840829,12.38037619,12.84164325,6.338535363,0,15.30159807,0,0,0,8.346759259,2.98625,0,1.039351852,0.61962963,4.247592593,0.760416667,0,0.666666667,9,1,3,1,1,2,0,0,0,2,1,3,1,1,0,1,2,0.1788,36.9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc(n[nH]1)O,5.51625,1.38477,1.11476,2.3729,59.87,-0.2079,0.0473,0.2552,1002.8103,0.108029,-415.869018,-415.861433,-415.860489,-415.900927,27.443,-1370.110681,-1377.793273,-1385.497829,-1275.875772,8.561805556,8.561805556,0.053842593,-0.053842593,0.54493405,9.125,114.104,108.056,114.0429274,44,0,0.233540737,-0.492122027,0.492122027,0.233540737,1.875,2.625,2.875,16.4752959,10.66149399,1.931293322,-1.856445524,2.100919643,-1.793470128,5.161034807,0.396698359,2.144581084,2.837541431,172.3011684,5.983127663,4.380025751,4.380025751,3.825698503,2.110543098,2.110543098,1.29451817,1.29451817,0.760751687,0.760751687,0.39874468,0.39874468,-1.19,92.21698662,4.956842878,1.731866726,0.725532737,46.10138619,9.843390349,0,0,11.75997667,0,0,0,5.098681808,0,5.098681808,0,0,0,13.17616461,9.843390349,0,0,10.19736362,0,0,7.109797541,6.066367068,0,11.75997667,4.736862954,0,11.75997667,0,22.41368855,0,0,0,6.066367068,0,0,0,58.14,0,0,0,5.879988336,5.879988336,0,13.17616461,0,0,14.93422657,5.106527395,4.656944444,0,0,14.38768519,0,0.406805556,1.388888889,0,0,1.493009259,0.25,8,2,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,0.1239,26.8045,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC1=NCC2OC12,4.60834,0.95994,0.84469,1.7737,74,-0.2443,0.0104,0.2547,1389.2692,0.14776,-439.077545,-439.069264,-439.06832,-439.111029,30.588,-1745.37675,-1756.178063,-1766.253975,-1623.254714,5.181712963,5.181712963,0.226805556,0.226805556,0.471465247,37.66666667,127.143,118.071,127.0633285,50,0,0.21578349,-0.479339372,0.479339372,0.21578349,1.888888889,2.777777778,3.222222222,16.62732624,10.35900782,2.480885781,-1.986437165,2.289510594,-2.085846002,5.856074964,0.289952362,2.535672195,1.957206797,155.1368501,6.267584714,5.332624277,5.332624277,4.4150149,3.241401904,3.241401904,2.207073453,2.207073453,1.545150264,1.545150264,1.044530577,1.044530577,-0.57,276.3882692,5.233374533,1.703172885,0.721097017,53.67471224,9.473725908,6.103966388,6.103966388,5.897745344,0,0,4.992404733,0,0,0,0,6.9237372,0,13.15163837,9.473725908,5.897745344,0,0,4.992404733,19.13166998,13.15163837,0,0,0,0,0,0,0,31.25731649,9.473725908,0,6.9237372,4.992404733,0,0,0,34.12,0,0,0,6.103966388,12.71084835,12.44250175,0,0,6.9237372,4.992404733,9.473725908,10.34388889,0,4.125648148,0,0,0.80787037,0,0.593981481,3.461944444,0,0.833333333,9,0,3,0,2,2,0,0,0,3,0,3,1,0,1,1,2,0.2024,32.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC12CC1C1OC1C2O,2.44466,1.84009,1.36482,2.0361,73.24,-0.2494,0.0664,0.3157,1000.9962,0.159542,-423.000194,-422.992211,-422.991267,-423.032248,31.872,-1845.442473,-1857.319963,-1867.988871,-1716.045725,9.483796296,9.483796296,0.145833333,-0.145833333,0.468662687,75.33333333,126.155,116.075,126.0680796,50,0,0.11080411,-0.389730993,0.389730993,0.11080411,1.555555556,2.333333333,2.666666667,16.61310996,10.03596947,2.756316619,-2.114347137,2.693192389,-2.217870203,5.233506257,0.062550173,2.560648101,2.015543421,177.7549644,6.223614639,5.371969744,5.371969744,4.2329988,3.568755361,3.568755361,3.826587141,3.826587141,3.291562222,3.291562222,2.335645834,2.335645834,-0.08,330.323605,4.69212897,0.955781681,0.331873074,53.81918924,9.843390349,6.103966388,0,0,0,0,0,0,0,0,6.9237372,12.33872767,5.414990469,12.20793278,9.843390349,0,0,0,11.33289652,31.65645799,0,0,0,0,0,0,0,0,23.41842656,4.736862954,11.33289652,13.34455882,0,0,0,0,32.76,0,5.106527395,0,17.62292324,12.02187243,0,6.420821623,0,0,6.9237372,4.736862954,5.234189815,0,0,9.483796296,0.271412037,0.706018519,0,1.72337963,2.164537037,0,1,9,1,2,2,1,3,0,0,0,2,1,2,0,2,1,3,3,0.1545,30.8818,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C2C(O)C2NC1=O,2.53043,1.66174,1.36232,3.5492,68.36,-0.2231,0.057,0.28,995.8938,0.136807,-455.163694,-455.155358,-455.154414,-455.196627,31.211,-1650.831852,-1660.709471,-1670.192387,-1534.741432,10.66416667,10.66416667,0.016203704,-0.326203704,0.428162141,46.66666667,128.131,120.067,128.0585775,50,0,0.317437763,-0.388653479,0.388653479,0.317437763,1.777777778,2.444444444,2.777777778,16.28726345,10.60622724,2.589422457,-2.092749353,2.320414373,-2.335467983,5.794471242,0.183681997,2.289233616,2.155727314,170.34093,6.593858127,5.034726289,5.034726289,4.215214055,2.930017453,2.930017453,2.567363661,2.567363661,2.002603623,2.002603623,1.300043766,1.300043766,-0.77,187.7171565,5.049786625,1.209802796,0.43877481,52.45280888,15.32322573,0,0,0,0,6.031114512,0,4.794537184,0,0,0,0,7.047671983,18.18764805,9.901064579,6.031114512,0,10.21669833,0,18.18764805,7.047671983,0,0,0,5.316788604,4.794537184,0,0,41.27287167,0,0,0,0,0,0,0,52.57,0,4.794537184,0,24.21876256,0,0,4.899909731,7.047671983,0,5.316788604,5.106527395,0,0,12.2012037,11.60532407,0,0,-0.004351852,-0.326203704,0,1.690694444,0.8,9,2,4,1,1,2,0,0,0,2,2,4,0,1,1,2,2,-1.2469,29.8775,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
